TEMP,SOUND,CO2,ID,RYTHM,ILLUM,HUMID
17.88,36.33,523.62,2410,76.78,526.14,66.36
19.76,32.38,541.78,2417,82.19,381.69,58.15
21.4,29.04,540.09,2418,79.65,532.04,72.89
20.45,21.13,485.13,2444,74.19,295.29,69.16
18.45,32.11,508.8,2454,82.82,519.73,71.41
16.65,38.4,514.46,2472,76.83,398.62,71.1
22.85,28.59,467.23,2502,83.02,309.57,65.89
21.19,22.83,507.62,2507,80.13,570.61,69.36
21.1,18.45,518.53,2511,87.64,430.23,73.75
22.83,25.4,500.37,2533,85.84,412.13,62.16
19.22,39.38,498.41,2574,83.13,398.95,65.4
21.85,23.1,510.01,2588,80.64,444.51,67.52
18.84,21.96,467.35,2633,73.92,427.08,72.37
23.87,22.54,518.93,2650,86.04,684.35,71.61
20.34,35.11,473.89,2661,80.15,554.9,69.42
20.49,30.3,524.27,2663,85.74,291.68,74.34
18.08,40.45,561.88,2682,83.23,531.34,66.59
21.82,21.53,512.64,2704,81.01,494.58,66.74
19.93,33.68,521.99,2717,69.69,586.85,66.36
20.81,27.17,427.5,2733,81.07,626.57,65.89
21.23,27.07,495.54,2747,89.38,372.87,67.1
20.65,37.57,532.8,2754,74.81,566.13,67.75
20.59,27.85,545.27,2776,90.46,416.46,65.95
20.56,30.59,473.63,2783,82.36,397.68,65.04
17.88,26.08,493.58,2786,75.48,393.77,78.47
22.05,31.43,460.4,2799,90.3,423.83,57.98
18.92,23.06,475.96,2838,78.34,441.53,74.38
21.76,23.09,488.34,2849,82.63,383.06,67.19
21.56,31.54,508.59,2851,89.08,444.87,67.55
20.47,34.23,552.15,2855,81.69,514.74,71.44
21.4,29.33,497.28,2879,65.69,377.93,63.97
21.36,26.47,504.97,2881,87.02,575.17,64.81
21.04,29.07,528.53,2888,77.38,468.83,66.77
19.46,36.04,501.47,2895,76.05,471.39,58.93
19.4,32.45,485.75,2918,73.1,321.7,63.49
18.59,25.42,482.14,2923,81.07,475.81,65.94
17.29,40.35,499.71,2946,82.13,572.02,67.62
21.77,33.28,538.4,2948,89.86,590.91,69.17
24.06,26.58,532.24,2961,94.85,428.81,63.27
19.01,23.28,468.92,2973,74.27,353.08,68.33
20.92,37.75,470.95,2974,81.65,433.36,60.19
19.75,30.56,466.11,2977,77.63,411.83,65.87
21.29,27.69,412.12,2988,76.0,500.1,63.18
19.41,30.76,513.25,2992,82.44,445.33,74.06
18.45,24.44,526.57,2995,80.86,569.37,72.87
22.15,19.67,479.89,3017,78.06,373.02,72.94
19.03,23.97,454.54,3051,82.41,571.35,67.61
17.21,31.87,510.06,3055,77.86,480.46,70.12
19.83,28.28,533.92,3062,84.8,563.17,67.32
21.18,39.72,542.54,3064,81.85,522.44,65.01
20.81,40.36,538.49,3066,95.23,375.89,65.41
21.87,28.91,474.39,3078,81.18,548.71,70.8
19.91,27.86,487.78,3083,79.59,419.68,72.01
19.89,27.41,553.2,3109,66.04,270.48,61.59
20.25,35.28,510.42,3121,79.93,411.15,54.17
20.89,37.46,466.68,3122,89.4,335.73,63.25
20.57,32.71,522.74,3155,91.56,358.96,65.51
18.45,31.44,473.8,3159,69.44,396.58,69.14
20.69,36.3,456.36,3167,68.64,399.77,63.37
21.97,28.54,500.17,3173,68.27,300.26,70.21
21.01,25.89,462.2,3179,80.49,560.65,72.58
17.19,28.94,546.49,3181,81.2,321.89,67.7
19.09,30.7,416.21,3185,65.27,450.9,65.37
19.59,29.8,468.85,7,66.72,516.29,52.92
20.48,20.08,444.55,24,86.69,560.58,62.07
20.05,38.56,491.99,36,85.98,266.36,64.26
21.37,24.49,507.13,49,85.17,485.63,68.39
22.72,31.92,564.28,55,89.04,419.04,65.29
19.15,28.36,478.65,72,92.86,559.14,70.83
18.97,24.09,514.71,80,75.93,522.66,70.73
22.15,32.28,472.8,120,79.39,498.66,71.55
16.41,26.09,557.91,122,80.96,344.99,76.36
19.94,27.01,526.5,127,73.69,499.91,68.65
20.63,28.16,533.23,129,76.9,437.93,56.16
21.7,38.73,484.26,138,77.7,477.67,57.96
17.23,28.49,496.13,153,71.64,412.88,72.6
16.68,26.24,465.04,162,73.75,479.98,62.68
19.72,34.62,462.91,181,80.54,454.14,62.85
19.5,33.5,487.96,188,96.19,583.61,67.19
22.47,29.43,514.04,198,83.11,502.04,71.58
19.98,31.35,419.0,205,77.95,569.01,61.33
18.71,28.03,516.87,215,80.01,468.62,70.87
18.31,21.99,464.06,225,65.87,523.81,73.17
19.73,26.53,461.07,237,82.09,472.17,65.01
20.03,32.38,486.85,242,73.11,552.44,67.87
20.92,12.61,468.26,252,78.86,378.56,66.21
21.34,34.77,476.49,258,75.87,244.09,71.03
20.69,26.75,475.92,263,76.3,373.67,67.16
16.41,26.8,486.7,270,62.86,463.82,64.52
23.57,30.03,473.85,273,91.51,235.42,57.36
18.39,33.42,467.13,275,75.78,577.74,72.55
22.71,24.54,525.01,278,85.51,553.86,64.2
17.68,35.73,469.38,279,81.78,507.58,66.33
19.26,18.79,477.05,337,67.41,427.86,71.77
22.24,21.02,466.34,351,66.49,314.33,62.63
21.78,25.55,455.09,368,88.81,511.93,68.41
18.97,38.4,477.3,389,72.7,615.88,58.57
19.67,37.05,593.32,391,94.15,416.03,63.79
18.88,22.55,492.13,393,80.13,513.18,67.62
20.25,34.67,506.27,397,83.09,471.64,69.46
21.35,32.28,586.39,398,79.85,364.51,67.59
21.06,31.62,522.49,421,83.97,203.97,66.1
18.88,36.06,398.11,430,69.61,555.21,71.19
20.15,29.72,489.3,432,75.92,410.07,63.22
20.33,24.14,521.3,438,70.67,480.5,78.38
21.65,27.86,398.21,450,73.69,572.59,71.07
18.61,32.74,474.07,470,83.22,424.96,68.63
18.14,37.33,505.82,481,81.29,363.96,65.66
18.76,22.75,529.75,482,87.54,357.12,71.26
19.76,36.85,543.88,492,88.86,502.07,68.41
18.89,29.9,470.26,496,88.8,450.64,62.28
18.03,17.34,509.36,498,81.24,425.32,74.66
16.63,43.04,530.04,505,81.01,510.4,64.34
20.31,32.37,502.2,525,86.09,419.38,66.61
18.52,31.42,473.53,544,77.27,565.67,68.46
21.44,28.26,483.74,548,80.21,388.1,62.17
17.76,37.21,494.03,571,85.41,350.67,54.81
17.87,35.93,469.5,572,79.64,492.43,67.53
19.56,25.95,525.11,573,80.16,478.29,70.75
19.22,32.34,473.18,577,78.5,468.63,73.77
21.36,18.28,474.85,578,71.61,536.91,67.5
21.46,34.4,556.07,579,89.44,303.02,64.57
20.54,29.11,560.98,583,80.93,506.82,68.32
21.29,30.88,461.85,614,82.84,333.29,75.49
21.56,32.71,518.87,617,74.08,423.68,70.63
18.03,35.03,533.2,628,77.45,372.3,73.48
21.79,24.38,537.87,653,86.97,584.44,58.25
17.67,23.73,513.62,669,74.81,328.46,68.75
19.75,24.99,432.4,693,81.91,477.92,68.63
20.46,30.15,516.39,696,71.79,376.64,68.14
16.83,36.22,485.79,698,84.49,517.59,73.69
23.43,21.4,472.67,714,72.25,279.06,70.65
16.91,25.13,532.24,720,82.54,459.37,69.71
19.49,28.5,548.79,742,93.08,383.09,72.26
19.42,26.22,498.38,746,67.21,409.14,71.47
20.28,20.35,501.43,759,80.75,384.08,70.26
23.24,30.5,564.48,769,91.35,364.68,74.39
21.62,40.91,389.97,774,86.97,553.6,64.11
18.41,31.38,504.63,807,91.07,551.74,71.14
19.21,30.02,489.32,814,76.07,435.05,68.16
20.53,26.13,475.57,824,81.11,400.39,69.17
21.15,23.72,510.26,826,73.74,610.1,68.32
19.68,40.31,577.31,838,91.73,411.43,66.43
19.02,34.43,484.82,855,76.65,612.77,62.45
19.13,26.49,550.13,869,79.46,392.65,64.13
19.16,29.71,608.31,900,88.75,358.71,70.67
19.2,32.68,446.1,913,76.15,630.51,66.04
21.11,30.69,490.94,924,73.88,348.92,70.69
18.01,33.37,475.64,933,82.67,602.54,64.81
18.77,30.17,469.21,941,82.19,490.15,69.08
19.6,29.8,456.33,945,82.74,491.32,64.22
21.26,27.52,503.14,964,84.44,333.64,75.76
20.23,20.7,469.84,970,71.67,443.3,70.71
20.47,30.71,451.33,986,85.67,533.89,68.61
23.23,25.13,564.97,989,91.75,482.11,64.84
22.12,26.89,449.04,999,81.38,286.96,66.0
18.59,38.73,477.56,1003,83.42,453.93,68.12
17.23,37.59,497.29,1016,77.61,476.97,60.06
21.14,29.02,496.05,1032,75.99,312.19,63.41
19.53,34.35,572.16,1039,98.74,541.9,66.69
19.42,28.82,497.49,1043,76.89,371.75,66.12
20.08,25.52,561.65,1048,87.53,585.37,70.8
21.01,31.04,480.55,1057,82.48,378.51,59.67
21.13,31.34,478.04,1069,78.45,543.94,68.93
19.85,31.53,524.36,1078,80.7,277.19,71.06
20.11,30.23,503.31,1088,81.99,431.21,66.67
19.27,38.21,537.0,1093,78.4,396.16,65.51
18.83,31.67,535.34,1094,77.32,426.53,59.86
17.25,30.98,549.67,1101,85.64,407.9,68.89
21.03,27.76,540.01,1108,96.33,576.44,61.57
18.18,35.71,472.38,1120,76.88,431.01,72.22
22.56,29.65,486.77,1121,84.35,337.9,68.28
15.58,20.73,498.59,1125,73.45,500.03,75.22
22.35,28.73,486.64,1129,72.16,259.17,58.08
18.76,35.14,457.78,1134,73.54,628.93,61.69
21.34,27.21,482.19,1146,85.75,374.32,67.55
21.49,23.69,558.24,1152,85.31,355.26,69.09
20.84,30.82,456.24,1162,88.44,554.47,64.91
19.41,27.56,561.32,1173,84.13,396.76,67.01
23.57,31.17,493.27,1176,81.9,242.6,60.85
18.76,33.85,572.68,1177,77.07,397.55,67.2
19.99,33.69,463.22,1187,82.5,310.07,74.54
20.03,29.03,583.12,1189,87.63,560.4,72.32
19.26,27.52,520.91,1199,78.46,495.03,70.54
19.02,36.86,515.03,1201,79.71,211.51,61.97
22.64,29.04,509.15,1221,87.2,327.9,66.99
19.32,17.5,419.14,1227,73.99,367.67,67.4
17.35,40.04,501.54,1236,76.12,408.61,66.79
21.25,37.8,499.7,1253,88.61,493.34,61.24
19.21,35.23,584.47,1276,74.53,411.59,80.26
22.45,29.1,446.9,1296,75.54,408.8,67.6
18.21,31.49,543.31,1310,88.64,428.63,64.55
22.28,31.04,511.42,1329,68.48,385.95,62.3
18.36,30.0,533.91,1344,78.04,428.3,62.48
16.58,16.91,500.72,1354,84.03,391.16,68.84
17.78,39.44,466.96,1358,77.45,353.22,60.82
19.4,30.68,491.05,1376,66.69,339.33,72.29
17.42,37.45,495.5,1388,78.36,538.16,63.3
21.71,14.65,538.68,1399,81.33,513.09,78.16
17.81,24.08,577.77,1416,76.49,343.16,76.32
19.24,38.84,526.35,1429,85.45,573.03,67.68
18.29,40.08,461.04,1436,79.32,634.75,72.52
20.34,32.61,497.43,1441,83.69,645.28,63.76
17.67,30.94,411.15,1442,66.34,410.32,63.5
20.07,35.22,473.12,1444,71.23,435.05,65.46
17.94,42.56,567.65,1446,95.75,488.52,62.16
20.43,27.52,524.16,1452,80.06,349.07,60.65
21.51,28.66,495.39,1467,73.81,225.36,67.41
22.01,41.71,460.26,1473,81.42,344.82,65.74
18.63,27.02,519.24,1488,77.64,598.03,65.35
19.11,22.63,571.63,1489,81.26,413.57,73.62
18.13,21.96,581.2,1536,81.15,503.31,73.41
20.73,35.5,476.17,1537,84.56,262.62,67.76
19.92,17.89,548.08,1542,81.44,482.82,65.67
19.35,34.53,465.79,1554,76.54,504.99,65.37
20.51,37.06,484.51,1563,82.15,320.17,62.98
18.23,31.78,542.43,1585,78.53,558.21,68.57
21.56,22.78,549.83,1590,89.39,445.43,68.31
20.7,26.91,471.89,1598,71.47,406.4,66.85
20.1,30.73,611.64,1608,86.87,439.15,75.83
18.88,26.7,544.79,1619,86.86,498.9,76.82
20.69,32.04,535.57,1625,92.55,470.25,60.21
21.31,31.88,489.23,1626,76.41,507.96,61.54
20.9,26.63,539.07,1632,81.89,370.71,68.07
21.12,23.67,508.18,1642,76.88,455.55,68.16
21.16,24.75,553.58,1661,81.11,507.51,72.01
18.65,24.26,547.36,1671,79.4,329.97,60.43
19.17,28.92,450.78,1687,79.24,479.93,65.7
21.01,22.15,483.35,1700,88.35,438.98,63.74
23.68,44.65,488.8,1704,88.12,467.14,63.11
17.8,30.87,522.68,1705,73.93,542.56,65.16
18.21,33.88,548.36,1716,82.52,346.32,69.83
19.49,33.36,470.03,1719,75.03,553.19,63.93
20.43,30.32,516.66,1724,86.78,513.23,72.22
20.94,16.47,422.37,1728,71.44,491.14,60.72
19.06,29.35,375.56,1741,72.57,433.4,66.85
20.22,32.4,484.38,1747,77.74,405.14,55.94
19.95,27.3,433.33,1766,71.25,547.1,70.32
16.6,35.34,441.24,1773,70.85,591.77,68.6
25.01,35.74,499.05,1777,76.04,291.88,71.98
21.18,32.2,530.14,1778,79.86,412.7,63.8
22.32,36.31,518.25,1787,89.61,315.29,59.65
18.92,39.19,472.79,1816,84.25,693.09,63.87
21.83,32.74,474.33,1821,88.02,535.99,70.91
19.69,28.33,528.55,1824,80.83,472.15,74.57
18.65,34.15,481.74,1860,78.97,390.12,66.69
20.22,22.65,504.72,1891,79.42,483.92,66.74
17.25,21.44,519.18,1923,73.14,407.43,74.95
18.88,33.08,525.86,1925,88.91,399.3,66.32
18.08,32.74,460.19,1930,78.53,568.22,60.84
21.5,26.56,451.34,1938,83.77,436.12,70.48
19.37,28.91,550.12,1971,74.84,466.85,75.73
21.86,30.83,476.92,1979,78.26,694.11,67.94
20.26,30.63,492.72,1992,85.16,453.33,67.95
22.68,25.63,511.8,2008,86.95,485.69,70.12
22.26,36.57,523.72,2010,84.02,427.67,59.2
20.64,22.43,451.47,2017,80.66,530.12,67.31
20.87,25.97,551.02,2023,83.9,321.84,66.45
16.46,36.23,533.57,2042,70.43,485.54,70.46
22.75,43.25,455.99,2049,83.24,569.14,74.52
18.97,28.46,492.69,2079,71.22,400.83,72.74
19.49,27.21,557.52,2096,83.17,479.45,64.01
20.96,34.19,552.71,2097,88.12,517.59,65.38
21.12,23.51,419.97,2101,86.77,501.52,74.62
17.46,22.88,450.05,2103,71.74,418.24,70.02
21.44,34.68,501.54,2109,78.39,341.22,69.25
21.14,19.83,512.21,2111,81.69,403.22,70.41
21.87,34.78,470.23,2120,79.25,462.86,58.93
17.66,25.17,455.73,2127,76.31,675.57,70.7
21.38,28.42,612.81,2131,86.95,416.55,69.46
18.61,30.05,460.11,2136,78.41,424.42,65.56
19.96,27.87,565.28,2139,87.35,261.27,64.19
19.72,31.64,546.07,2173,77.3,376.57,63.08
20.68,31.95,485.13,2175,79.94,249.36,68.71
22.28,32.57,545.36,2179,82.04,404.76,61.54
22.14,37.9,517.23,2190,80.81,419.08,69.27
22.95,32.51,535.13,2208,72.57,388.54,69.96
20.95,37.13,502.0,2226,84.75,434.98,59.86
19.3,31.4,537.92,2227,83.81,521.24,74.25
19.26,27.33,551.26,2246,71.03,387.18,66.46
19.34,38.51,466.44,2256,88.9,605.05,65.62
17.84,28.47,480.64,2261,81.29,540.09,64.28
22.11,24.28,403.81,2281,85.37,660.79,65.77
20.75,41.8,533.93,2291,71.07,373.05,63.56
18.72,29.66,465.26,2301,82.23,547.07,67.04
18.85,17.62,506.01,2303,80.02,427.95,79.68
21.18,37.28,496.82,2313,85.71,373.73,56.97
22.6,32.01,477.81,2330,70.16,444.14,56.97
22.04,35.94,454.06,2378,78.52,428.94,64.63
22.96,31.53,504.92,2379,74.77,287.36,62.93
19.46,32.25,455.05,2388,71.66,420.14,63.12
18.18,23.22,593.26,2393,69.43,269.67,83.9
22.7,29.71,553.47,2397,93.61,330.67,71.15
17.89,20.59,485.77,2401,85.27,504.14,68.14
21.29,34.83,525.78,2407,76.92,391.01,59.69
19.96,32.45,508.19,2426,86.15,433.43,74.74
19.17,36.93,436.91,2433,69.56,499.16,66.06
20.25,25.39,568.09,2459,83.62,530.77,67.11
16.47,25.33,427.77,2468,74.47,576.11,70.69
18.88,38.97,499.61,2476,86.58,775.14,76.18
20.82,26.93,500.66,2494,74.27,510.44,64.28
20.75,31.96,466.77,2569,82.03,465.05,70.93
18.65,18.91,510.85,2575,79.96,475.95,68.59
19.95,39.07,528.22,2591,73.66,378.55,62.24
20.58,30.63,548.63,2593,88.23,375.93,61.9
16.66,27.47,448.93,2601,74.01,355.55,72.53
19.14,28.61,555.37,2616,67.52,285.94,74.18
21.77,45.9,506.06,2660,85.93,483.89,64.6
18.63,17.67,524.98,2674,89.8,379.27,72.11
17.75,38.93,521.53,2677,83.79,398.7,67.05
18.62,31.93,533.49,2700,76.35,489.77,61.43
19.87,23.81,528.63,2708,82.9,440.94,70.98
21.61,40.97,464.37,2720,85.79,447.36,56.6
19.94,20.24,449.6,2738,74.87,339.44,71.44
20.54,39.29,511.48,2763,82.83,233.14,62.78
20.04,24.79,569.54,2775,76.21,228.22,66.79
16.59,49.3,523.8,2793,81.21,433.66,60.58
21.79,24.09,527.82,2800,79.4,357.13,70.71
18.06,30.95,551.99,2805,85.33,494.07,63.3
19.56,25.11,487.02,2807,67.05,485.24,71.32
19.23,33.3,474.38,2837,82.74,431.94,65.63
20.1,29.93,534.42,2840,87.04,317.42,67.54
20.14,36.1,454.2,2847,78.2,429.97,62.64
23.18,39.03,481.75,2850,97.37,426.14,62.96
20.47,34.23,552.15,2855,81.69,514.74,71.44
18.78,38.33,514.73,2859,79.88,451.18,73.01
21.22,38.65,452.08,2886,80.65,443.09,62.34
20.32,32.46,459.05,2893,77.76,422.72,66.0
20.7,32.25,441.14,2912,79.17,335.15,62.53
20.94,31.64,476.02,2924,79.38,385.14,67.06
21.21,33.66,569.4,2935,83.75,584.05,60.94
19.2,32.84,469.92,2943,75.32,430.21,69.25
23.98,22.3,552.05,2959,99.42,357.14,68.34
19.09,29.95,544.05,2972,83.65,447.8,59.05
21.02,32.57,511.4,2982,83.76,431.82,65.6
18.57,25.96,520.81,2986,71.23,446.7,63.61
22.89,36.7,535.6,2993,95.14,413.78,59.44
19.27,34.76,489.75,3014,83.47,509.28,59.15
19.8,33.3,563.12,3019,89.5,447.82,60.56
17.37,26.61,524.59,3033,81.12,443.87,68.91
18.88,28.8,565.06,3048,70.18,403.43,72.68
20.02,36.18,560.55,3049,98.14,609.49,69.85
19.69,16.22,470.24,3067,69.58,313.87,73.89
21.84,27.58,488.41,3069,78.72,574.45,69.17
20.07,29.71,525.22,3082,79.38,399.48,62.63
21.77,28.12,536.94,3086,77.66,441.19,67.45
19.24,38.04,531.67,3090,86.43,374.44,67.2
18.83,30.63,485.99,3091,72.98,520.89,75.84
22.2,25.6,468.41,3092,82.55,318.29,68.38
17.46,21.69,532.05,3117,75.67,413.62,72.42
20.57,32.71,522.74,3155,91.56,358.96,65.51
21.58,23.87,473.57,3158,88.79,476.54,68.44
21.11,23.7,458.3,3162,80.73,499.02,69.31
19.33,35.34,379.75,3168,73.59,449.7,74.76
19.15,31.3,437.62,3193,82.46,361.4,70.28
21.73,24.71,528.68,11,76.35,424.18,80.05
19.21,36.39,555.43,17,87.9,314.63,60.26
19.21,22.73,491.93,47,82.48,314.19,62.76
23.32,32.97,409.89,48,64.34,469.25,57.56
21.34,38.91,490.67,54,74.51,428.72,56.46
19.33,21.34,555.29,57,77.5,471.43,75.75
19.47,25.46,528.79,76,80.34,524.01,76.66
21.87,29.2,594.94,87,86.08,400.1,65.52
18.48,28.28,440.71,103,74.16,371.5,73.41
23.13,30.3,449.02,114,82.29,287.6,60.38
18.2,41.18,532.71,115,80.45,452.68,67.8
18.65,32.7,516.65,118,79.88,228.24,69.47
20.2,26.58,483.6,130,73.75,394.64,63.51
22.34,28.47,534.56,137,80.22,440.95,67.23
21.98,30.93,558.57,161,75.0,511.64,65.95
18.32,21.32,481.27,165,71.92,541.59,63.8
20.38,24.4,489.93,192,76.04,461.69,68.83
20.4,36.55,512.01,199,81.06,321.15,68.78
19.76,36.05,530.83,223,79.88,486.42,64.98
20.29,44.18,465.2,232,70.36,445.46,62.08
18.03,23.99,491.28,253,76.11,337.06,59.75
18.6,32.11,493.6,268,80.9,517.05,60.95
20.59,28.55,433.36,276,71.41,545.16,77.45
17.39,36.16,501.0,285,67.34,499.28,66.88
17.81,33.25,557.96,288,70.11,412.97,67.71
18.72,31.32,490.67,292,80.58,593.23,76.62
19.28,36.83,474.96,299,77.89,391.76,59.95
19.53,25.07,489.46,320,80.23,519.66,67.92
21.63,31.34,485.58,323,77.97,520.0,63.48
21.32,27.79,501.69,328,80.37,468.94,76.62
19.65,32.45,497.23,330,75.62,468.83,61.07
19.58,28.22,471.39,342,81.75,379.95,63.7
21.55,16.85,552.08,350,83.2,302.77,75.93
23.64,21.51,539.04,354,90.86,580.12,63.62
21.95,44.46,492.12,372,84.54,430.6,60.81
20.47,29.62,477.96,377,74.22,462.01,63.26
20.46,34.28,580.9,385,88.31,386.98,68.54
23.23,22.4,450.41,406,91.2,430.46,67.38
21.84,36.63,470.93,420,88.56,531.9,60.47
19.76,36.99,501.62,423,84.8,604.27,62.41
23.43,31.37,480.71,434,83.8,450.2,59.81
19.23,30.66,529.11,443,75.9,504.32,69.93
18.61,37.66,444.93,453,77.0,487.65,69.39
23.56,29.03,505.36,479,87.17,306.33,64.99
19.81,32.46,525.59,501,91.45,610.8,69.76
15.76,40.86,472.34,511,67.7,569.38,60.14
21.05,30.93,440.02,515,80.02,496.03,63.68
20.34,41.94,434.29,521,75.91,427.13,63.95
18.12,25.55,548.84,531,81.21,311.27,61.24
17.54,30.59,491.96,532,73.6,457.28,66.3
22.12,33.9,476.31,536,90.23,416.07,58.0
17.79,24.65,517.75,564,78.05,430.39,80.28
18.95,27.22,577.61,576,96.6,459.7,67.27
20.54,29.11,560.98,583,80.93,506.82,68.32
19.37,24.96,452.74,584,73.56,337.37,61.88
21.64,27.9,571.91,590,83.96,491.03,68.49
19.45,30.75,489.81,605,72.19,384.86,67.52
21.13,33.4,507.37,618,83.4,565.8,59.37
20.87,33.93,541.26,623,91.14,448.67,69.15
17.84,23.95,514.66,626,77.64,419.9,74.17
21.73,40.1,552.68,639,80.02,374.23,64.33
18.98,33.18,460.77,641,77.8,643.39,63.73
19.68,25.83,481.93,664,69.98,394.63,61.64
18.66,31.88,592.75,670,82.3,514.3,68.84
20.41,37.69,448.17,684,73.9,344.45,58.47
20.27,22.18,499.11,686,72.61,477.38,69.62
20.31,27.25,479.28,688,76.55,416.98,70.74
17.18,22.53,502.62,711,85.01,431.86,69.05
18.89,36.27,517.36,762,73.43,381.81,66.62
17.93,34.53,513.5,765,76.74,433.4,65.05
20.06,22.47,509.0,767,77.96,424.27,58.03
19.08,34.18,537.55,776,75.46,539.95,67.43
22.61,23.5,563.01,778,87.37,589.65,70.85
20.37,26.62,511.78,797,66.74,443.95,68.62
21.17,24.33,499.05,806,77.26,441.83,59.03
21.41,32.34,507.62,813,95.05,462.41,68.78
17.85,35.13,632.16,825,83.3,368.95,68.5
21.15,23.72,510.26,826,73.74,610.1,68.32
19.68,40.31,577.31,838,91.73,411.43,66.43
18.15,25.28,532.71,860,81.7,519.76,65.84
20.17,26.33,476.28,861,68.63,432.61,70.69
19.51,30.19,497.79,866,79.94,452.99,58.67
20.13,23.32,580.74,874,77.59,543.92,62.8
20.53,27.47,512.28,898,81.49,433.04,59.75
18.14,32.6,476.91,909,94.25,420.56,65.08
21.5,32.44,469.45,919,78.73,476.23,70.63
20.02,26.18,504.66,955,85.54,378.72,68.61
